RAdeg,DEdeg,Umag,Bmag,Vmag,Imag,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],SpClass,GeneralClass
74.7294,-69.1884,2.5029999999999992,0.5450000000000002,-1.9819999999999998,-4.590000000000001,-6.122999999999999,-7.292,-7.834999999999999,-8.5009,-8.447199999999999,-8.548399999999999,-8.950999999999999,-9.0129,CAGB,DSS
75.1358,-66.3535,2.2059999999999986,2.354000000000001,1.7699999999999991,0.42200000000000015,-0.8649999999999984,-1.8039999999999985,-2.814,-4.551,-5.380599999999999,-6.531799999999999,-7.978299999999999,-11.4812,YSO,DSS
75.1445,-70.8668,1.6210000000000016,2.552999999999999,2.4299999999999993,2.3330000000000015,,-3.2959999999999994,,-8.008099999999999,-8.8355,-9.504999999999999,-10.1615,-12.197,RCrB,Other
75.5896,-66.1105,-5.524,-5.829000000000001,-7.707,-8.219,-9.58,-10.421,-10.785,-10.9514,-10.855599999999999,-11.1746,-11.6173,-13.634799999999998,RSG,DSS
75.6008,-66.1104,-1.8739999999999994,-1.610000000000001,-1.7739999999999978,-2.1969999999999996,,,,-7.4354,-8.3012,-8.997,-9.95,-12.230599999999999,PAGB,DSS
75.7709,-68.6736,-3.1900000000000004,-3.183,-3.585999999999999,-4.201,-4.766,-5.106,-5.432,-6.9809,-7.927299999999999,-8.7869,-9.9184,-12.0045,RVTau,Other
75.8193,-65.8291,0.8360000000000014,-0.020999999999998797,-2.451000000000001,-5.117,-6.927,-8.094,-8.741999999999999,-9.4607,-9.436399999999999,-9.619399999999999,-10.2427,-10.2872,CAGB,DSS
75.9038,-68.5607,1.322000000000002,0.7219999999999998,-2.466999999999999,-5.338,-7.033999999999999,-8.212,-8.831999999999999,-9.563699999999999,-9.4495,-9.5991,-10.0674,-10.6703,CAGB,DSS
75.9275,-67.9886,2.269000000000001,-0.7090000000000012,-2.8729999999999998,-4.973999999999999,-6.468,-7.391,-7.686,-7.9862,-7.7951999999999995,-7.9643,-8.1383,,STAR,Other
75.9726,-70.4632,0.3560000000000009,-0.124999999999998,-2.4439999999999995,-5.357,-6.844999999999999,-7.965,-8.567,-9.3021,-9.2204,-9.307,-9.769599999999999,-10.1878,CAGB,DSS
75.9774,-67.3133,,,,,-2.367000000000001,-4.394,-6.168999999999999,-8.376,-9.265799999999999,-10.0117,-11.012699999999999,-14.8492,YSO,DSS
76.0309,-66.4452,-2.1660000000000013,-3.597999999999999,-5.238,-7.021999999999999,-7.869,-8.647,-8.889999999999999,-9.072,-8.867099999999999,-8.9839,-9.0125,-9.1287,RSG,DSS
76.0323,-66.4182,,-0.3929999999999987,-2.5979999999999994,-4.736999999999999,-6.113999999999999,-7.174999999999999,-7.67,-8.1899,-8.371599999999999,-8.642999999999999,-8.9721,-9.5503,CAGB,DSS
76.0461,-66.438,-2.604,-3.9179999999999993,-5.604,-7.497000000000001,-8.211,-9.01,-9.263,-9.446,-9.2689,-9.4153,-9.5275,-10.1136,RSG,DSS
76.1205,-67.6898,-0.044999999999998874,-0.38000000000000056,-2.1289999999999982,-6.191,-7.589,-8.551,-9.128,-9.3111,-9.524799999999999,-9.792,-10.518699999999999,-12.899799999999999,OAGB,DSS
