,Umag,Bmag,Vmag,Imag,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],SpClass
119,-0.24875796924987847,-0.6109380659741344,-0.9103609878613907,-1.4047360405295994,-2.342999999999999,-3.454,-4.363,-7.0838,-8.0739,-10.0266,-11.8379,-15.2051,PAGB
120,-0.8119999999999983,-3.0310000000000006,-4.893,-6.462735060330742,-6.175680291872876,-7.6306431297921185,-8.649958643570642,-11.0196,-11.0624,-11.3944,-11.9942,-16.6619,RSG
121,1.740000000000001,-1.5260000000000014,-2.863,-5.263000000000001,-6.612999999999999,-7.573999999999999,-8.062999999999999,-8.632399999999999,-8.5933,-8.747399999999999,-9.1519,-9.6223,CAGB
122,0.8360000000000014,-0.0209999999999987,-2.451000000000001,-5.117,-6.953,-8.091942837010663,-8.92969118910856,-9.4607,-9.4364,-9.6194,-10.2427,-10.2872,CAGB
123,4.497748235874173,3.985999999999999,1.990000000000001,-3.776,-3.692999999999999,-5.774,-7.523,-9.5166,-10.2296,-10.739999999999998,-11.238,-11.7805,CAGB
124,-1.994999999999998,-3.5589999999999997,-5.967,-6.667641134277453,-6.1849139678002025,-7.437520761283594,-8.479115077301088,-10.5446,-10.4822,-10.7639,-11.1382,-13.5742,RSG
125,-2.6130000000000004,-4.195,-3.399999999999999,-9.242,-8.901885438862855,-9.262099612214705,-9.273469703917353,-11.124199999999998,-11.357399999999998,-11.6498,-12.1831,-14.6598,RSG
126,1.6690459331165157,1.232000000000001,-0.7949999999999986,-4.698,-6.932999999999999,-7.813999999999999,-8.268473401881497,-8.5001,-8.4485,-8.6477,-8.7887,-10.2872,OAGB
127,-1.1803702073071105,-1.8917918128710027,-3.5979599461230776,-6.471357196808208,-7.672999999999999,-8.708273951288998,-9.65701409734536,-11.1298,-11.4847,-11.8795,-12.904,-15.7381,RSG
128,-0.1959999999999986,0.444000000000001,-0.5019999999999993,-2.4360000000000004,-4.213,-5.374,-6.732999999999999,-9.1504,-9.5613,-10.826899999999998,-12.0065,-15.8977,YSO
