RAdeg,DEdeg,Umag,Bmag,Vmag,Imag,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],SpClass,GeneralClass
73.4345,-66.1961,,,,,,,-2.34,-7.009699999999999,-8.8125,-10.3285,-11.7412,-14.3032,CAGB,DSS
73.8612,-68.4192,1.8949999999999996,2.596,2.0790000000000006,0.41600000000000037,-1.4899999999999984,-3.16,-4.74,-6.7477,-7.491899999999999,-8.4538,-9.843,-16.123,YSO,DSS
73.892,-65.9503,-0.3520000000000003,0.7190000000000012,0.3810000000000002,-0.5970000000000013,-1.1499999999999986,-2.16,-4.039999999999999,-7.3955,-8.598099999999999,-9.624699999999999,-10.828,-14.1694,YSO,DSS
74.0969,-69.4634,-0.8129999999999988,-2.309000000000001,-3.8919999999999995,-5.397,-6.369999999999999,-6.99,-7.309999999999999,-7.9884,-8.100399999999999,-8.4503,-9.0231,-11.3307,OAGB,DSS
74.7294,-69.1884,2.8279999999999994,0.8170000000000002,-1.7759999999999998,-4.477,-6.459999999999999,-7.41,-7.879999999999999,-8.5009,-8.447199999999999,-8.548399999999999,-8.950999999999999,-9.0129,CAGB,DSS
75.1358,-66.3535,2.530999999999999,2.6260000000000012,1.975999999999999,0.5350000000000001,0.33000000000000185,-1.1600000000000001,-2.2300000000000004,-4.551,-5.380599999999999,-6.531799999999999,-7.978299999999999,-11.4812,YSO,DSS
75.5896,-66.1105,-5.199,-5.557,-7.5009999999999994,-8.106,,,,-10.9514,-10.855599999999999,-11.1746,-11.6173,-13.634799999999998,RSG,DSS
75.6008,-66.1104,-1.5489999999999995,-1.338000000000001,-1.5679999999999978,-2.0839999999999996,-2.0599999999999987,-3.2300000000000004,-4.85,-7.4354,-8.3012,-8.997,-9.95,-12.230599999999999,PAGB,DSS
75.8193,-65.8291,1.1610000000000014,0.2510000000000012,-2.245000000000001,-5.004,-6.9,,,-9.4607,-9.436399999999999,-9.619399999999999,-10.2427,-10.2872,CAGB,DSS
75.9038,-68.5607,1.647000000000002,0.9939999999999998,-2.2609999999999992,-5.225,-7.18,-8.35,,-9.563699999999999,-9.4495,-9.5991,-10.0674,-10.6703,CAGB,DSS
75.9726,-70.4632,0.6810000000000009,0.14700000000000202,-2.2379999999999995,-5.244,-7.1,-8.08,-8.629999999999999,-9.3021,-9.2204,-9.307,-9.769599999999999,-10.1878,CAGB,DSS
75.9774,-67.3133,,,,,-2.3000000000000007,-4.209999999999999,-5.959999999999999,-8.376,-9.265799999999999,-10.0117,-11.012699999999999,-14.8492,YSO,DSS
76.0309,-66.4452,-1.841000000000001,-3.3259999999999987,-5.032,-6.908999999999999,-7.9,-8.76,,-9.072,-8.867099999999999,-8.9839,-9.0125,-9.1287,RSG,DSS
76.0323,-66.4182,,-0.12099999999999866,-2.3919999999999995,-4.623999999999999,-6.299999999999999,-7.1899999999999995,-7.67,-8.1899,-8.371599999999999,-8.642999999999999,-8.9721,-9.5503,CAGB,DSS
76.0461,-66.438,-2.279,-3.645999999999999,-5.398,-7.384,-8.24,-9.15,,-9.446,-9.2689,-9.4153,-9.5275,-10.1136,RSG,DSS
76.1205,-67.6898,0.28000000000000114,-0.10800000000000054,-1.9229999999999983,-6.077999999999999,-7.359999999999999,-8.17,,-9.3111,-9.524799999999999,-9.792,-10.518699999999999,-12.899799999999999,OAGB,DSS
76.2154,-66.6354,-3.5549999999999997,-2.578999999999999,-3.2249999999999996,-4.219999999999999,-4.59,-5.369999999999999,-6.32,-8.029499999999999,-8.647499999999999,-9.451699999999999,-10.5577,-14.9218,YSO,DSS
76.2635,-69.4074,,,,,-6.049999999999999,-7.08,-7.6899999999999995,-8.396899999999999,-8.312899999999999,-8.4171,-8.8528,-8.9595,CAGB,DSS
76.482,-67.3692,,,,,-3.9499999999999993,-5.6,-6.73,-8.3514,-8.6982,-9.0975,-9.4973,-10.0316,CAGB,DSS
76.4927,-68.1566,,0.6209999999999987,-1.2240000000000002,-2.8550000000000004,-3.5199999999999996,-4.07,-4.299999999999999,-5.335899999999999,-5.9696,-6.4777000000000005,-7.6815999999999995,-11.4398,YSO,DSS
76.5315,-71.6967,,,,,-4.48,-5.93,-7.139999999999999,-8.6866,-9.0452,-9.365499999999999,-9.6458,-10.1886,CAGB,DSS
76.6236,-68.9263,,,,,-5.629999999999999,-6.77,-7.459999999999999,-8.28,-8.1097,-7.9885,-8.6496,-8.5198,CAGB,DSS
76.7895,-68.9806,,,,,-6.449999999999999,-7.77,,-9.969,-10.1352,-10.314,-10.747399999999999,-10.959299999999999,CAGB,DSS
76.8082,-67.8129,,,,,-2.009999999999998,-3.0999999999999996,-3.959999999999999,-6.294599999999999,-7.195,-8.833499999999999,-10.9407,-15.2629,PAGB,DSS
76.9707,-68.2129,,,,,-4.02,-5.559999999999999,-6.92,-8.6038,-9.2571,-9.8395,-10.3126,-11.0411,CAGB,DSS
76.9974,-68.6572,,1.2360000000000007,-1.8329999999999984,-3.9960000000000004,-5.17,-6.07,-6.449999999999999,-7.339599999999999,-7.9551,-8.601799999999999,-9.552999999999999,-11.697299999999998,OAGB,DSS
